instance_id: elastic__elasticsearch-138112
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testDuplicateProjections
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testUnsupportedDottedFieldUsedExplicitly
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testNamedDoubleParamsForIdentifiers
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testUnsupportedFieldFilterAfterProject
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testRenameReuseAlias
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testNestedSubqueryInFromWithMetadata
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testInvalidNamedParamsForIdentifiers
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testBucketWithIntervalInStringInBothAggregationAndGrouping
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testResolveCompletionPrompt
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testDateTruncOnText
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testProjectIncludePattern
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testInvalidValidRerankQuery
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testLookupMissingField
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testFoldableBehindEvalInAggregateWithGrouping
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testUnsupportedFieldSortAfterProject
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testSubqueryWithTimeSeriesIndexInSubquery
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testResolveGroupingsBeforeResolvingExplicitReferencesToGroupings
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testImplicitCastingForAggregateMetricDouble
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testDenseVectorImplicitCastingSimilarityFunctions
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testNestedSubqueriesInFromWithoutMainIndexPattern
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testImplicitMaxLimitAfterLimit
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testSubqueryWithFullTextFunctionInMainQuery
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testProjectDropPatternAndKeepOthers
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testProjectOrderPatternWithDottedFields
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testAggsWithOverridingInputAndGrouping
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testProjectWildcard
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testUnresolvableAttribute
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testUnsupportedFieldsInSort
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testImplicitCasting
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testUnsupportedFieldsInEval
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testMissingAttributeException_InChainedEval
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testDateFormatWithNumericFormat
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testTextEmbeddingFunctionInvalidInferenceIdError
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testDenseVectorImplicitCastingKnn
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testTextEmbeddingFunctionMissingInferenceIdError
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testRowAttributeResolution
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testFoldableCompletionWithCustomTargetFieldTransformedToEval
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testLookupJoinUnknownField
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testProjectKeepAndDropName
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testResolveInsist_multiIndexFieldPartiallyExistsWithMultiTypesWithKeyword_createsAnInvalidMappedField
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testImplicitDefaultLimitAfterLimitAndBreaker
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testUnsupportedFieldEvalAfterProject
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testDenseVectorEvalCastingSimilarityFunctions
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testTimeseriesDefaultLimitIs1B
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testDropNestedWildcardField
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testInvalidNamedParamsForIdentifierPatterns
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testEmptyEsRelationOnCountStar
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testDateTruncOnFloat
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testChainedRenameReuse
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testResolveGroupingsBeforeResolvingImplicitReferencesToGroupings
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testProjectDropNoStarPattern
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testFuseError
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testCompareIntToString
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testFoldableCompletionWithFoldableExpressionTransformedToEval
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testUnsupportedFieldTypes
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testCompareDateToStringFails
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testRegularStats
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testProjectIncludeMultiStarPattern
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testNamedParamsForIdentifiers
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testProjectStar
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testChainedRename
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testFunctionNamedParamsAsFunctionArgument2
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testAttributeResolution
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testEmptyEsRelationOnLimitZeroWithCount
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testRenameBackAndForth
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testSubqueryWithUnionAllOutputOverwritten
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testCompareStringToInt
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testConditionalFunctionsWithMixedNumericTypes
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testLookupMissingTable
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testRerankFieldValidTypes
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testDropUnsupportedFieldExplicit
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testFailOnUnresolvedIndex
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testAggsOverGroupingKeyWithAlias
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testMagnitudePlanWithDenseVectorImplicitCasting
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testTextEmbeddingFunctionWithoutModel
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testUnresolvedMvExpand
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testMultipleLookupJoinsGiveDifferentAttributes
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testResolveCompletionInferenceMissingInferenceId
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testAggsWithDuplicates
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testImplicitCastingForDateAndDateNanosFields
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testImplicitMaxLimitAfterLimitAndNonLimit
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testBucketWithIntervalInStringInGroupingReferencedInAggregation
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testDropWildcardDottedField
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testUnsupportedFieldsInGrok
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testGroupingOverridesInStats
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testEnrichExcludesPolicyKey
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testResolveRerankInferenceId
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testProjectMixedWildcard
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testInsist_afterRowThrowsException
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testUnsupportedTypesWithToString
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testProjectOrderPatternWithRest
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testProjectDropPattern
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testLiteralInAggregateNoGrouping
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testLookup
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testEnrichPolicyMatchFieldName
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testBasicFork
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testResolveInsist_fieldExists_insistedOutputContainsNoUnmappedFields
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testUnsupportedFieldFunctionAfterProject
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testUnsupportedTypesInStats
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testResolveInsist_multiIndexFieldPartiallyMappedWithSingleKeywordType_createsUnmappedField
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testUnsupportedFieldsInWhere
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testMixedDataTypesWithExplicitCastingInSubquery
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testUnsupportedValidFieldTypeInDeepHierarchy
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testDateParseOnDate
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testSupportedDeepHierarchy
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testDateTruncOnInt
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testCompareStringToDate
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testUnsupportedObjectAndNested
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testDropSupportedDottedField
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testResolveInsist_multiIndexFieldPartiallyExistsWithMultiTypesNoKeyword_createsAnInvalidMappedField
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testTextEmbeddingFunctionResolveType
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testEnrichWrongMatchFieldType
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testErrorOnNoMatchingPatternInclusion
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testRegexOnInt
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testDropWildcardDottedField2
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testRename
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testLookupJoinOnFieldNotAnywhereElse
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testDateFormatOnInt
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testLiteralsInAggregateWithGrouping
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testLiteralsBehindEvalInAggregateNoGrouping
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testDropNestedField
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testResolveCompletionOutputFieldOverwriteInputField
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testAggsWithoutAggAndFollowingCommand
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testImplicitProjectionOfDeeplyComplexMapping
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testResolveCompletionInferenceIdResolutionError
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testVectorFunctionHexImplicitCastingError
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testSubqueryInFromWithoutMainIndexPattern
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testIncludeUnsupportedFieldPattern
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testResolveCompletionInferenceIdInvalidTaskType
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testLiteralsInAggregateNoGrouping
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testAggsWithDuplicatesAndNonExistingField
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testGroupingOverridesInInlineStats
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testLiteralBehindEvalInAggregateNoGrouping
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testMixedDataTypesInSubquery
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testAggsWithoutAgg
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testMixedDataTypesWithMultipleExplicitCastingInSubquery
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testUnsupportedFieldAfterProject
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testFromEnrichAndMatchColonUsage
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testRerankFieldsInvalidTypes
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testResolveInsist_multiIndexFieldExistsWithSingleTypeButIsNotKeywordAndMissingCast_createsAnInvalidMappedField
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testIndexWithClusterResolution
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testDateTruncWithNumericInterval
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testSubqueryInFrom
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testDropMultipleUnsupportedFieldsExplicitly
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testRerankInvalidQueryTypes
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testDropPatternUnsupportedFields
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testForkBranchesWithDifferentSchemas
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testRateRequiresCounterTypes
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testInvalidNamedDoubleParamsForIdentifiers
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testDeferredGroupingInStats
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testForkError
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testUnsupportedValidFieldTypeInNestedParentField
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testNestedSubqueryInFrom
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testImplicitLimit
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testValidFuse
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testResolveInsist_multiIndexSameMapping_fieldIsMapped
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testEmptyEsRelationOnConstantEvalAndStats
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testAttributeResolutionOfChainedReferences
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testResolveCompletionDefaultTargetField
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testErrorOnNoMatchingPatternExclusion
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testRenameBacktickPlusPattern
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testUnsupportedFieldsInStats
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testValidEnrich
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testAggsOverGroupingKey
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testMultipleSubqueriesInFrom
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testResolveCompletionPromptInvalidType
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testEmptyEsRelationOnConstantEvalAndKeep
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testFunctionNamedParamsAsFunctionArgument1
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testSubqueryWithTimeSeriesIndexInMainQueryAndSubquery
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testResolveCompletionInferenceId
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testProjectThenDropName
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testResolveInsist_multiIndexFieldPartiallyExistsWithMultiTypesWithCast_castsAreNotSupported
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testAggsWithDuplicatesAndNonExistingFunction
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testTextEmbeddingResolveInferenceId
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testEscapeStarPlusPattern
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testLookupJoinUnknownIndex
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testIncludeUnsupportedFieldExplicit
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testDateFormatWithDateFormat
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testDropUnsupportedPattern
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testCompareDateToString
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testProjectBasicPattern
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testEscapedStar
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testDenseVectorImplicitCastingKnnQueryParams
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testSubqueryWithTimeSeriesIndexInMainQuery
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testResolveDenseVector
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testUnsupportedParentFieldAndItsSubField
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testNoProjection
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testScalarFunctionsInStats
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testEnrichFieldsIncludeMatchField
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testUnsupportedParentField
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testImplicitDefaultLimitAfterBreakerAndNonBreakers
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testRenameResolvedAndUnknown
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testProjectAfterDropName
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testFunctionNamedParamsAsFunctionArgument
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testUnsupportedFieldsInDissect
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testFoldableInGrouping
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testDateParseOnInt
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testResolveRerankScoreField
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testProjectAggGroupsRefs
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testInlineStatsStats
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testRenameUnsupportedAndUnknown
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testMvAppendValidation
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testIndexResolution
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testTBucketWithDatePeriodInBothAggregationAndGrouping
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testDateTruncWithDateInterval
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testDateParseOnIntPattern
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testCantFilterAfterDrop
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testResolveRerankFields
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testInOnText
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testKnnFunctionWithTextEmbedding
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testEnrichPolicyWithError
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testFoldableCompletionTransformedToEval
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testResolveAggregateMetricDouble
  - org.elasticsearch.xpack.esql.analysis.AnalyzerTests::testDateFormatOnText
